id,input_path,maze_type,output_path
id_297,"['<ADJLIST_START>', '(3,2)', '<-->', '(3,1)', ';', '(0,5)', '<-->', '(0,4)', ';', '(4,4)', '<-->', '(4,5)', ';', '(1,4)', '<-->', '(1,5)', ';', '(0,2)', '<-->', '(0,3)', ';', '(5,3)', '<-->', '(5,4)', ';', '(4,0)', '<-->', '(5,0)', ';', '(5,5)', '<-->', '(5,4)', ';', '(1,3)', '<-->', '(1,2)', ';', '(3,3)', '<-->', '(4,3)', ';', '(5,1)', '<-->', '(4,1)', ';', '(0,1)', '<-->', '(0,2)', ';', '(4,5)', '<-->', '(5,5)', ';', '(1,5)', '<-->', '(2,5)', ';', '(3,4)', '<-->', '(3,5)', ';', '(2,3)', '<-->', '(2,4)', ';', '(1,1)', '<-->', '(1,0)', ';', '(2,0)', '<-->', '(1,0)', ';', '(0,3)', '<-->', '(0,4)', ';', '(4,2)', '<-->', '(3,2)', ';', '(5,1)', '<-->', '(5,2)', ';', '(3,5)', '<-->', '(2,5)', ';', '(5,2)', '<-->', '(5,3)', ';', '(3,4)', '<-->', '(4,4)', ';', '(4,2)', '<-->', '(4,3)', ';', '(2,2)', '<-->', '(2,1)', ';', '(2,2)', '<-->', '(1,2)', ';', '(4,0)', '<-->', '(4,1)', ';', '(3,0)', '<-->', '(4,0)', ';', '(2,1)', '<-->', '(2,0)', ';', '(0,1)', '<-->', '(0,0)', ';', '(1,3)', '<-->', '(1,4)', ';', '(3,0)', '<-->', '(3,1)', ';', '(0,5)', '<-->', '(1,5)', ';', '(2,3)', '<-->', '(3,3)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(5,4)', '<ORIGIN_END>', '<TARGET_START>', '(1,4)', '<TARGET_END>', '<PATH_START>']",forked,"['(5,4)', '(5,5)', '(4,5)', '(3,5)', '(2,5)', '(1,5)', '(0,5)', '(0,4)', '(0,3)', '(0,2)', '(0,1)', '(1,1)', '(1,2)', '(1,3)', '(1,4)', '<PATH_END>', '<PATH_END>']"
id_298,"['<ADJLIST_START>', '(0,1)', '<-->', '(0,2)', ';', '(2,1)', '<-->', '(2,2)', ';', '(3,1)', '<-->', '(4,1)', ';', '(3,3)', '<-->', '(4,3)', ';', '(2,0)', '<-->', '(2,1)', ';', '(4,0)', '<-->', '(5,0)', ';', '(4,2)', '<-->', '(3,2)', ';', '(0,2)', '<-->', '(0,3)', ';', '(4,1)', '<-->', '(5,1)', ';', '(1,3)', '<-->', '(0,3)', ';', '(1,1)', '<-->', '(1,0)', ';', '(1,2)', '<-->', '(2,2)', ';', '(0,0)', '<-->', '(1,0)', ';', '(3,3)', '<-->', '(2,3)', ';', '(3,0)', '<-->', '(2,0)', ';', '(3,0)', '<-->', '(3,1)', ';', '(0,0)', '<-->', '(0,1)', ';', '(1,3)', '<-->', '(2,3)', ';', '(4,3)', '<-->', '(4,2)', ';', '(1,1)', '<-->', '(1,2)', ';', '(5,1)', '<-->', '(5,0)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(4,1)', '<ORIGIN_END>', '<TARGET_START>', '(2,1)', '<TARGET_END>', '<PATH_START>']",forkless,"['(4,1)', '(3,1)', '(3,0)', '(2,0)', '(2,1)', '<PATH_END>', '<PATH_END>']"
id_299,"['<ADJLIST_START>', '(5,2)', '<-->', '(5,3)', ';', '(1,2)', '<-->', '(1,1)', ';', '(0,3)', '<-->', '(1,3)', ';', '(5,0)', '<-->', '(4,0)', ';', '(4,1)', '<-->', '(3,1)', ';', '(1,3)', '<-->', '(2,3)', ';', '(3,2)', '<-->', '(4,2)', ';', '(4,4)', '<-->', '(5,4)', ';', '(4,5)', '<-->', '(5,5)', ';', '(1,0)', '<-->', '(0,0)', ';', '(2,5)', '<-->', '(2,4)', ';', '(3,1)', '<-->', '(3,0)', ';', '(3,0)', '<-->', '(4,0)', ';', '(2,1)', '<-->', '(2,0)', ';', '(2,4)', '<-->', '(3,4)', ';', '(4,3)', '<-->', '(3,3)', ';', '(1,0)', '<-->', '(1,1)', ';', '(5,3)', '<-->', '(5,4)', ';', '(0,0)', '<-->', '(0,1)', ';', '(0,5)', '<-->', '(0,4)', ';', '(5,2)', '<-->', '(5,1)', ';', '(1,5)', '<-->', '(0,5)', ';', '(3,2)', '<-->', '(2,2)', ';', '(4,4)', '<-->', '(4,5)', ';', '(2,1)', '<-->', '(1,1)', ';', '(1,4)', '<-->', '(0,4)', ';', '(2,3)', '<-->', '(2,2)', ';', '(3,5)', '<-->', '(4,5)', ';', '(4,2)', '<-->', '(4,1)', ';', '(4,3)', '<-->', '(5,3)', ';', '(3,3)', '<-->', '(3,4)', ';', '(1,5)', '<-->', '(2,5)', ';', '(5,0)', '<-->', '(5,1)', ';', '(0,2)', '<-->', '(0,3)', ';', '(0,1)', '<-->', '(0,2)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(0,3)', '<ORIGIN_END>', '<TARGET_START>', '(5,4)', '<TARGET_END>', '<PATH_START>']",forked,"['(0,3)', '(0,4)', '(0,5)', '(1,5)', '(2,5)', '(2,4)', '(3,4)', '(3,3)', '(4,3)', '(5,3)', '(5,4)', '<PATH_END>', '<PATH_END>']"
id_300,"['<ADJLIST_START>', '(0,0)', '<-->', '(0,1)', ';', '(0,3)', '<-->', '(1,3)', ';', '(0,1)', '<-->', '(0,2)', ';', '(1,4)', '<-->', '(2,4)', ';', '(0,2)', '<-->', '(0,3)', ';', '(1,2)', '<-->', '(1,1)', ';', '(2,3)', '<-->', '(2,2)', ';', '(1,4)', '<-->', '(1,3)', ';', '(2,4)', '<-->', '(2,3)', ';', '(1,0)', '<-->', '(1,1)', ';', '(2,2)', '<-->', '(1,2)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(1,3)', '<ORIGIN_END>', '<TARGET_START>', '(2,4)', '<TARGET_END>', '<PATH_START>']",forkless,"['(1,3)', '(1,4)', '(2,4)', '<PATH_END>', '<PATH_END>']"
id_301,"['<ADJLIST_START>', '(0,3)', '<-->', '(0,2)', ';', '(0,3)', '<-->', '(1,3)', ';', '(0,4)', '<-->', '(0,3)', ';', '(5,1)', '<-->', '(5,2)', ';', '(2,5)', '<-->', '(2,4)', ';', '(4,5)', '<-->', '(5,5)', ';', '(1,5)', '<-->', '(0,5)', ';', '(4,0)', '<-->', '(5,0)', ';', '(2,2)', '<-->', '(3,2)', ';', '(4,5)', '<-->', '(3,5)', ';', '(4,1)', '<-->', '(5,1)', ';', '(4,3)', '<-->', '(3,3)', ';', '(1,2)', '<-->', '(1,1)', ';', '(5,3)', '<-->', '(5,4)', ';', '(5,3)', '<-->', '(5,2)', ';', '(3,4)', '<-->', '(4,4)', ';', '(1,3)', '<-->', '(2,3)', ';', '(2,2)', '<-->', '(1,2)', ';', '(1,4)', '<-->', '(1,5)', ';', '(1,4)', '<-->', '(2,4)', ';', '(0,4)', '<-->', '(0,5)', ';', '(4,3)', '<-->', '(4,2)', ';', '(3,3)', '<-->', '(2,3)', ';', '(1,0)', '<-->', '(1,1)', ';', '(3,1)', '<-->', '(3,2)', ';', '(2,0)', '<-->', '(2,1)', ';', '(4,0)', '<-->', '(3,0)', ';', '(5,0)', '<-->', '(5,1)', ';', '(4,3)', '<-->', '(4,4)', ';', '(0,2)', '<-->', '(0,1)', ';', '(0,0)', '<-->', '(0,1)', ';', '(2,0)', '<-->', '(1,0)', ';', '(2,5)', '<-->', '(3,5)', ';', '(4,1)', '<-->', '(3,1)', ';', '(5,5)', '<-->', '(5,4)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(0,3)', '<ORIGIN_END>', '<TARGET_START>', '(0,2)', '<TARGET_END>', '<PATH_START>']",forked,"['(0,3)', '(0,2)', '<PATH_END>', '<PATH_END>']"
id_302,"['<ADJLIST_START>', '(4,1)', '<-->', '(3,1)', ';', '(0,5)', '<-->', '(1,5)', ';', '(4,0)', '<-->', '(5,0)', ';', '(0,3)', '<-->', '(0,4)', ';', '(4,3)', '<-->', '(5,3)', ';', '(3,0)', '<-->', '(2,0)', ';', '(5,4)', '<-->', '(5,3)', ';', '(3,2)', '<-->', '(2,2)', ';', '(3,3)', '<-->', '(2,3)', ';', '(3,4)', '<-->', '(4,4)', ';', '(4,5)', '<-->', '(5,5)', ';', '(0,4)', '<-->', '(1,4)', ';', '(2,4)', '<-->', '(2,5)', ';', '(5,2)', '<-->', '(5,1)', ';', '(2,5)', '<-->', '(1,5)', ';', '(4,2)', '<-->', '(5,2)', ';', '(4,4)', '<-->', '(4,5)', ';', '(0,0)', '<-->', '(1,0)', ';', '(5,0)', '<-->', '(5,1)', ';', '(3,2)', '<-->', '(3,1)', ';', '(5,4)', '<-->', '(5,5)', ';', '(1,0)', '<-->', '(2,0)', ';', '(0,1)', '<-->', '(0,2)', ';', '(0,4)', '<-->', '(0,5)', ';', '(2,2)', '<-->', '(2,3)', ';', '(2,1)', '<-->', '(1,1)', ';', '(0,2)', '<-->', '(1,2)', ';', '(3,0)', '<-->', '(4,0)', ';', '(4,3)', '<-->', '(4,2)', ';', '(2,3)', '<-->', '(1,3)', ';', '(1,3)', '<-->', '(1,4)', ';', '(3,5)', '<-->', '(2,5)', ';', '(2,0)', '<-->', '(2,1)', ';', '(1,2)', '<-->', '(1,1)', ';', '(3,3)', '<-->', '(3,4)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(2,2)', '<ORIGIN_END>', '<TARGET_START>', '(2,1)', '<TARGET_END>', '<PATH_START>']",forked,"['(2,2)', '(2,3)', '(1,3)', '(1,4)', '(0,4)', '(0,5)', '(1,5)', '(2,5)', '(2,4)', '(3,4)', '(4,4)', '(4,5)', '(5,5)', '(5,4)', '(5,3)', '(4,3)', '(4,2)', '(5,2)', '(5,1)', '(5,0)', '(4,0)', '(3,0)', '(2,0)', '(2,1)', '<PATH_END>', '<PATH_END>']"
id_303,"['<ADJLIST_START>', '(5,5)', '<-->', '(4,5)', ';', '(5,3)', '<-->', '(4,3)', ';', '(0,1)', '<-->', '(0,2)', ';', '(0,5)', '<-->', '(0,4)', ';', '(1,2)', '<-->', '(0,2)', ';', '(2,5)', '<-->', '(1,5)', ';', '(0,4)', '<-->', '(0,3)', ';', '(1,0)', '<-->', '(1,1)', ';', '(2,3)', '<-->', '(3,3)', ';', '(3,0)', '<-->', '(2,0)', ';', '(1,5)', '<-->', '(0,5)', ';', '(4,4)', '<-->', '(5,4)', ';', '(5,3)', '<-->', '(5,4)', ';', '(0,1)', '<-->', '(0,0)', ';', '(3,2)', '<-->', '(3,3)', ';', '(0,3)', '<-->', '(1,3)', ';', '(5,2)', '<-->', '(4,2)', ';', '(2,0)', '<-->', '(1,0)', ';', '(3,5)', '<-->', '(3,4)', ';', '(1,3)', '<-->', '(2,3)', ';', '(2,2)', '<-->', '(2,1)', ';', '(2,2)', '<-->', '(1,2)', ';', '(4,5)', '<-->', '(3,5)', ';', '(3,1)', '<-->', '(3,0)', ';', '(4,1)', '<-->', '(5,1)', ';', '(1,4)', '<-->', '(2,4)', ';', '(4,0)', '<-->', '(3,0)', ';', '(5,1)', '<-->', '(5,0)', ';', '(1,4)', '<-->', '(1,5)', ';', '(4,5)', '<-->', '(4,4)', ';', '(3,1)', '<-->', '(3,2)', ';', '(4,0)', '<-->', '(5,0)', ';', '(0,1)', '<-->', '(1,1)', ';', '(4,2)', '<-->', '(4,1)', ';', '(2,4)', '<-->', '(3,4)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(4,1)', '<ORIGIN_END>', '<TARGET_START>', '(3,5)', '<TARGET_END>', '<PATH_START>']",forked,"['(4,1)', '(4,2)', '(3,2)', '(3,1)', '(3,0)', '(4,0)', '(5,0)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(4,4)', '(4,5)', '(3,5)', '<PATH_END>', '<PATH_END>']"
id_304,"['<ADJLIST_START>', '(0,4)', '<-->', '(0,3)', ';', '(1,5)', '<-->', '(2,5)', ';', '(5,4)', '<-->', '(5,5)', ';', '(5,3)', '<-->', '(5,2)', ';', '(3,1)', '<-->', '(3,0)', ';', '(3,0)', '<-->', '(2,0)', ';', '(4,2)', '<-->', '(3,2)', ';', '(3,1)', '<-->', '(4,1)', ';', '(3,2)', '<-->', '(3,3)', ';', '(1,4)', '<-->', '(1,5)', ';', '(4,1)', '<-->', '(4,0)', ';', '(5,0)', '<-->', '(5,1)', ';', '(3,3)', '<-->', '(2,3)', ';', '(4,4)', '<-->', '(4,3)', ';', '(1,4)', '<-->', '(1,3)', ';', '(0,3)', '<-->', '(0,2)', ';', '(2,4)', '<-->', '(2,3)', ';', '(3,4)', '<-->', '(3,5)', ';', '(5,3)', '<-->', '(4,3)', ';', '(3,4)', '<-->', '(4,4)', ';', '(0,2)', '<-->', '(1,2)', ';', '(1,2)', '<-->', '(2,2)', ';', '(3,5)', '<-->', '(4,5)', ';', '(5,2)', '<-->', '(5,1)', ';', '(2,2)', '<-->', '(2,1)', ';', '(4,5)', '<-->', '(5,5)', ';', '(5,0)', '<-->', '(4,0)', ';', '(2,5)', '<-->', '(3,5)', ';', '(1,0)', '<-->', '(2,0)', ';', '(0,1)', '<-->', '(0,0)', ';', '(2,0)', '<-->', '(2,1)', ';', '(0,0)', '<-->', '(1,0)', ';', '(0,5)', '<-->', '(1,5)', ';', '(2,3)', '<-->', '(1,3)', ';', '(0,1)', '<-->', '(1,1)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(4,1)', '<ORIGIN_END>', '<TARGET_START>', '(5,4)', '<TARGET_END>', '<PATH_START>']",forked,"['(4,1)', '(3,1)', '(3,2)', '(3,3)', '(2,3)', '(1,3)', '(0,3)', '(0,2)', '(1,2)', '(2,2)', '(2,1)', '(2,0)', '(3,0)', '(4,0)', '(5,0)', '(5,1)', '(5,2)', '(5,3)', '(4,3)', '(4,4)', '(3,4)', '(3,5)', '(4,5)', '(5,5)', '(5,4)', '<PATH_END>', '<PATH_END>']"
id_305,"['<ADJLIST_START>', '(0,1)', '<-->', '(0,0)', ';', '(3,3)', '<-->', '(2,3)', ';', '(0,5)', '<-->', '(0,4)', ';', '(3,2)', '<-->', '(3,1)', ';', '(1,0)', '<-->', '(2,0)', ';', '(3,1)', '<-->', '(4,1)', ';', '(5,4)', '<-->', '(5,5)', ';', '(0,2)', '<-->', '(0,1)', ';', '(4,4)', '<-->', '(3,4)', ';', '(5,2)', '<-->', '(5,3)', ';', '(2,5)', '<-->', '(2,4)', ';', '(0,0)', '<-->', '(1,0)', ';', '(4,0)', '<-->', '(5,0)', ';', '(2,1)', '<-->', '(1,1)', ';', '(0,5)', '<-->', '(1,5)', ';', '(0,3)', '<-->', '(0,4)', ';', '(4,5)', '<-->', '(3,5)', ';', '(4,4)', '<-->', '(4,3)', ';', '(4,5)', '<-->', '(5,5)', ';', '(4,3)', '<-->', '(4,2)', ';', '(2,3)', '<-->', '(2,4)', ';', '(5,3)', '<-->', '(5,4)', ';', '(1,5)', '<-->', '(1,4)', ';', '(1,3)', '<-->', '(1,2)', ';', '(1,3)', '<-->', '(1,4)', ';', '(4,0)', '<-->', '(3,0)', ';', '(5,2)', '<-->', '(5,1)', ';', '(2,2)', '<-->', '(2,1)', ';', '(3,3)', '<-->', '(3,2)', ';', '(3,5)', '<-->', '(3,4)', ';', '(3,0)', '<-->', '(2,0)', ';', '(1,2)', '<-->', '(1,1)', ';', '(0,2)', '<-->', '(0,3)', ';', '(5,0)', '<-->', '(5,1)', ';', '(2,2)', '<-->', '(3,2)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(1,5)', '<ORIGIN_END>', '<TARGET_START>', '(1,1)', '<TARGET_END>', '<PATH_START>']",forked,"['(1,5)', '(0,5)', '(0,4)', '(0,3)', '(0,2)', '(0,1)', '(0,0)', '(1,0)', '(1,1)', '<PATH_END>', '<PATH_END>']"
id_306,"['<ADJLIST_START>', '(3,5)', '<-->', '(4,5)', ';', '(1,1)', '<-->', '(1,2)', ';', '(2,5)', '<-->', '(2,4)', ';', '(2,3)', '<-->', '(3,3)', ';', '(4,4)', '<-->', '(4,3)', ';', '(1,1)', '<-->', '(1,0)', ';', '(0,2)', '<-->', '(0,3)', ';', '(5,0)', '<-->', '(5,1)', ';', '(3,3)', '<-->', '(3,4)', ';', '(2,5)', '<-->', '(3,5)', ';', '(0,1)', '<-->', '(0,2)', ';', '(2,5)', '<-->', '(1,5)', ';', '(1,3)', '<-->', '(1,2)', ';', '(4,1)', '<-->', '(3,1)', ';', '(3,0)', '<-->', '(4,0)', ';', '(0,4)', '<-->', '(1,4)', ';', '(2,1)', '<-->', '(2,0)', ';', '(5,2)', '<-->', '(4,2)', ';', '(5,3)', '<-->', '(5,4)', ';', '(2,3)', '<-->', '(1,3)', ';', '(3,2)', '<-->', '(3,3)', ';', '(1,0)', '<-->', '(2,0)', ';', '(0,5)', '<-->', '(0,4)', ';', '(5,3)', '<-->', '(5,2)', ';', '(3,1)', '<-->', '(2,1)', ';', '(5,5)', '<-->', '(4,5)', ';', '(5,0)', '<-->', '(4,0)', ';', '(3,4)', '<-->', '(2,4)', ';', '(1,5)', '<-->', '(0,5)', ';', '(3,0)', '<-->', '(2,0)', ';', '(0,1)', '<-->', '(0,0)', ';', '(4,4)', '<-->', '(5,4)', ';', '(0,4)', '<-->', '(0,3)', ';', '(2,2)', '<-->', '(3,2)', ';', '(4,2)', '<-->', '(4,1)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(0,4)', '<ORIGIN_END>', '<TARGET_START>', '(1,0)', '<TARGET_END>', '<PATH_START>']",forked,"['(0,4)', '(0,3)', '(0,2)', '(0,1)', '(1,1)', '(2,1)', '(2,0)', '(1,0)', '<PATH_END>', '<PATH_END>']"
id_307,"['<ADJLIST_START>', '(3,5)', '<-->', '(4,5)', ';', '(4,4)', '<-->', '(3,4)', ';', '(4,5)', '<-->', '(4,4)', ';', '(2,1)', '<-->', '(2,0)', ';', '(2,2)', '<-->', '(2,1)', ';', '(1,0)', '<-->', '(0,0)', ';', '(4,0)', '<-->', '(5,0)', ';', '(2,0)', '<-->', '(1,0)', ';', '(5,2)', '<-->', '(5,1)', ';', '(2,2)', '<-->', '(3,2)', ';', '(0,3)', '<-->', '(0,2)', ';', '(0,5)', '<-->', '(0,4)', ';', '(5,0)', '<-->', '(5,1)', ';', '(1,3)', '<-->', '(1,4)', ';', '(0,2)', '<-->', '(0,1)', ';', '(0,0)', '<-->', '(0,1)', ';', '(1,5)', '<-->', '(2,5)', ';', '(3,0)', '<-->', '(4,0)', ';', '(1,4)', '<-->', '(2,4)', ';', '(1,5)', '<-->', '(0,5)', ';', '(5,3)', '<-->', '(5,4)', ';', '(2,5)', '<-->', '(3,5)', ';', '(1,1)', '<-->', '(1,2)', ';', '(3,4)', '<-->', '(2,4)', ';', '(1,2)', '<-->', '(1,3)', ';', '(3,2)', '<-->', '(3,1)', ';', '(3,0)', '<-->', '(3,1)', ';', '(5,4)', '<-->', '(5,5)', ';', '(5,2)', '<-->', '(5,3)', ';', '(0,3)', '<-->', '(0,4)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(1,5)', '<ORIGIN_END>', '<TARGET_START>', '(0,4)', '<TARGET_END>', '<PATH_START>']",forkless,"['(1,5)', '(0,5)', '(0,4)', '<PATH_END>', '<PATH_END>']"
id_308,"['<ADJLIST_START>', '(3,4)', '<-->', '(3,3)', ';', '(2,2)', '<-->', '(1,2)', ';', '(2,5)', '<-->', '(2,4)', ';', '(4,3)', '<-->', '(4,4)', ';', '(4,3)', '<-->', '(4,2)', ';', '(0,4)', '<-->', '(0,3)', ';', '(1,3)', '<-->', '(2,3)', ';', '(1,0)', '<-->', '(2,0)', ';', '(1,1)', '<-->', '(2,1)', ';', '(5,2)', '<-->', '(5,3)', ';', '(3,2)', '<-->', '(3,1)', ';', '(4,0)', '<-->', '(5,0)', ';', '(0,5)', '<-->', '(1,5)', ';', '(0,0)', '<-->', '(0,1)', ';', '(3,3)', '<-->', '(2,3)', ';', '(3,0)', '<-->', '(4,0)', ';', '(2,1)', '<-->', '(2,0)', ';', '(5,5)', '<-->', '(4,5)', ';', '(0,2)', '<-->', '(0,3)', ';', '(4,5)', '<-->', '(3,5)', ';', '(1,5)', '<-->', '(1,4)', ';', '(4,4)', '<-->', '(5,4)', ';', '(2,5)', '<-->', '(3,5)', ';', '(5,3)', '<-->', '(4,3)', ';', '(5,2)', '<-->', '(5,1)', ';', '(1,0)', '<-->', '(0,0)', ';', '(1,3)', '<-->', '(0,3)', ';', '(3,2)', '<-->', '(2,2)', ';', '(1,1)', '<-->', '(1,2)', ';', '(2,3)', '<-->', '(2,4)', ';', '(5,1)', '<-->', '(5,0)', ';', '(3,1)', '<-->', '(4,1)', ';', '(5,4)', '<-->', '(5,5)', ';', '(1,4)', '<-->', '(0,4)', ';', '(5,1)', '<-->', '(4,1)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(0,4)', '<ORIGIN_END>', '<TARGET_START>', '(1,5)', '<TARGET_END>', '<PATH_START>']",forked,"['(0,4)', '(0,5)', '(1,5)', '<PATH_END>', '<PATH_END>']"
id_309,"['<ADJLIST_START>', '(5,2)', '<-->', '(4,2)', ';', '(0,1)', '<-->', '(1,1)', ';', '(5,3)', '<-->', '(5,4)', ';', '(4,1)', '<-->', '(5,1)', ';', '(0,2)', '<-->', '(1,2)', ';', '(0,1)', '<-->', '(0,0)', ';', '(1,1)', '<-->', '(1,2)', ';', '(3,4)', '<-->', '(3,3)', ';', '(2,2)', '<-->', '(2,1)', ';', '(3,4)', '<-->', '(2,4)', ';', '(4,0)', '<-->', '(4,1)', ';', '(4,4)', '<-->', '(4,3)', ';', '(0,3)', '<-->', '(0,2)', ';', '(3,0)', '<-->', '(4,0)', ';', '(1,3)', '<-->', '(2,3)', ';', '(2,5)', '<-->', '(1,5)', ';', '(5,5)', '<-->', '(4,5)', ';', '(3,5)', '<-->', '(4,5)', ';', '(5,2)', '<-->', '(5,1)', ';', '(1,0)', '<-->', '(2,0)', ';', '(3,4)', '<-->', '(3,5)', ';', '(5,5)', '<-->', '(5,4)', ';', '(4,0)', '<-->', '(5,0)', ';', '(0,5)', '<-->', '(0,4)', ';', '(1,4)', '<-->', '(0,4)', ';', '(2,3)', '<-->', '(2,2)', ';', '(1,5)', '<-->', '(0,5)', ';', '(3,1)', '<-->', '(3,0)', ';', '(3,1)', '<-->', '(2,1)', ';', '(1,3)', '<-->', '(1,4)', ';', '(4,3)', '<-->', '(4,2)', ';', '(3,2)', '<-->', '(3,3)', ';', '(2,5)', '<-->', '(3,5)', ';', '(0,3)', '<-->', '(0,4)', ';', '(1,0)', '<-->', '(0,0)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(3,2)', '<ORIGIN_END>', '<TARGET_START>', '(2,1)', '<TARGET_END>', '<PATH_START>']",forked,"['(3,2)', '(3,1)', '(2,1)', '<PATH_END>', '<PATH_END>']"
id_310,"['<ADJLIST_START>', '(1,1)', '<-->', '(0,1)', ';', '(3,4)', '<-->', '(3,5)', ';', '(3,1)', '<-->', '(3,0)', ';', '(0,1)', '<-->', '(0,0)', ';', '(4,4)', '<-->', '(3,4)', ';', '(1,0)', '<-->', '(0,0)', ';', '(1,3)', '<-->', '(0,3)', ';', '(1,3)', '<-->', '(1,2)', ';', '(5,1)', '<-->', '(5,2)', ';', '(0,4)', '<-->', '(0,5)', ';', '(1,2)', '<-->', '(0,2)', ';', '(3,3)', '<-->', '(3,2)', ';', '(0,5)', '<-->', '(1,5)', ';', '(4,0)', '<-->', '(5,0)', ';', '(2,5)', '<-->', '(1,5)', ';', '(4,3)', '<-->', '(4,4)', ';', '(2,0)', '<-->', '(3,0)', ';', '(5,0)', '<-->', '(5,1)', ';', '(4,0)', '<-->', '(3,0)', ';', '(5,2)', '<-->', '(5,3)', ';', '(2,1)', '<-->', '(2,2)', ';', '(2,3)', '<-->', '(2,4)', ';', '(5,5)', '<-->', '(4,5)', ';', '(3,2)', '<-->', '(3,1)', ';', '(5,3)', '<-->', '(5,4)', ';', '(0,3)', '<-->', '(0,4)', ';', '(5,4)', '<-->', '(5,5)', ';', '(2,4)', '<-->', '(1,4)', ';', '(2,1)', '<-->', '(1,1)', ';', '(2,2)', '<-->', '(2,3)', ';', '(4,2)', '<-->', '(3,2)', ';', '(4,3)', '<-->', '(5,3)', ';', '(4,2)', '<-->', '(4,1)', ';', '(2,5)', '<-->', '(3,5)', ';', '(1,4)', '<-->', '(0,4)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(1,1)', '<ORIGIN_END>', '<TARGET_START>', '(3,4)', '<TARGET_END>', '<PATH_START>']",forked,"['(1,1)', '(2,1)', '(2,2)', '(1,2)', '(1,3)', '(2,3)', '(2,4)', '(1,4)', '(0,4)', '(0,5)', '(1,5)', '(2,5)', '(3,5)', '(3,4)', '<PATH_END>', '<PATH_END>']"
id_311,"['<ADJLIST_START>', '(3,1)', '<-->', '(3,0)', ';', '(1,0)', '<-->', '(2,0)', ';', '(2,1)', '<-->', '(3,1)', ';', '(2,1)', '<-->', '(1,1)', ';', '(4,0)', '<-->', '(3,0)', ';', '(1,1)', '<-->', '(1,0)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(3,0)', '<ORIGIN_END>', '<TARGET_START>', '(1,0)', '<TARGET_END>', '<PATH_START>']",forkless,"['(3,0)', '(3,1)', '(2,1)', '(1,1)', '(1,0)', '<PATH_END>', '<PATH_END>']"
id_312,"['<ADJLIST_START>', '(3,0)', '<-->', '(2,0)', ';', '(4,3)', '<-->', '(3,3)', ';', '(3,5)', '<-->', '(3,4)', ';', '(1,3)', '<-->', '(1,2)', ';', '(2,0)', '<-->', '(2,1)', ';', '(5,5)', '<-->', '(4,5)', ';', '(4,4)', '<-->', '(3,4)', ';', '(3,3)', '<-->', '(3,2)', ';', '(1,5)', '<-->', '(2,5)', ';', '(5,4)', '<-->', '(5,3)', ';', '(2,4)', '<-->', '(2,3)', ';', '(2,2)', '<-->', '(1,2)', ';', '(1,3)', '<-->', '(2,3)', ';', '(5,2)', '<-->', '(5,3)', ';', '(2,4)', '<-->', '(1,4)', ';', '(3,2)', '<-->', '(3,1)', ';', '(1,0)', '<-->', '(1,1)', ';', '(3,1)', '<-->', '(3,0)', ';', '(4,4)', '<-->', '(4,5)', ';', '(1,1)', '<-->', '(2,1)', ';', '(5,2)', '<-->', '(4,2)', ';', '(4,3)', '<-->', '(4,2)', ';', '(1,0)', '<-->', '(0,0)', ';', '(2,5)', '<-->', '(3,5)', ';', '(5,5)', '<-->', '(5,4)', ';', '(1,5)', '<-->', '(1,4)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(2,1)', '<ORIGIN_END>', '<TARGET_START>', '(4,4)', '<TARGET_END>', '<PATH_START>']",forkless,"['(2,1)', '(1,1)', '(1,2)', '(1,3)', '(2,3)', '(2,4)', '(1,4)', '(1,5)', '(2,5)', '(3,5)', '(3,4)', '(4,4)', '<PATH_END>', '<PATH_END>']"
id_313,"['<ADJLIST_START>', '(1,3)', '<-->', '(0,3)', ';', '(1,3)', '<-->', '(1,4)', ';', '(1,4)', '<-->', '(1,5)', ';', '(0,4)', '<-->', '(0,5)', ';', '(0,5)', '<-->', '(1,5)', ';', '<ADJLIST_END>', '<ORIGIN_START>', '(0,3)', '<ORIGIN_END>', '<TARGET_START>', '(1,3)', '<TARGET_END>', '<PATH_START>']",forkless,"['(0,3)', '(1,3)', '<PATH_END>', '<PATH_END>']"
